0x0000: ACCESSORIES_CONNECTED_BITMASK
0x02C4: GT6_2_KORRIGERING
0x02C5: GT6_2_STATUS
0x02C6: GT6_2_TEMP
0x02C8: GT6_HG_TEMP
0x02C9: GT6_KORRIGERING
0x02CA: GT6_STATUS
0x02CB: GT6_TEMP
0x02CD: GT7_2_KORRIGERING
0x02CE: GT7_2_STATUS
0x02CF: GT7_2_TEMP
0x02D1: GT7_KORRIGERING
0x02D2: GT7_STATUS
0x02D3: GT7_TEMP
0x02D5: GT81_KORRIGERING
0x02D6: GT81_KVITTERAD
0x02D7: GT81_STATUS
0x02D8: GT81_TEMP
0x02DA: GT82_KORRIGERING
0x02DB: GT82_STATUS
0x02DC: GT82_TEMP
0x02DE: GT8_2_HF_TEMP
0x02E0: GT8_2_HIGH_GT9_RESTART_HYSTERESIS
0x02E1: GT8_2_KORRIGERING
0x02E2: GT8_2_STATUS
0x02E3: GT8_2_TEMP
0x02E5: GT8_GT9_MAX_DELTA_DELAY_AFTER_SWITCH_TIME
0x02E6: GT8_GT9_MAX_DELTA_DELAY_TIME
0x02E7: GT8_GT9_MAX_DELTA_TEMP
0x02E8: GT8_HF_ELK
0x02E9: GT8_HF_ELK_TEMP
0x02EA: GT8_HF_TEMP
0x02EC: GT8_HIGH_GT9_RESTART_HYSTERESIS
0x02ED: GT8_HIGH_MAX_WARNING_COUNT
0x02EE: GT8_KORRIGERING
0x02EF: GT8_STATUS
0x02F0: GT8_TEMP
0x02F2: GT9_2_KORRIGERING
0x02F3: GT9_2_STATUS
0x02F4: GT9_2_TEMP
0x02F6: GT9_KORRIGERING
0x02F7: GT9_STATUS
0x02F8: GT9_TEMP
0x02FA: HEATING_1A_DIFF
0x02FC: HEATING_1A_DIFF_2
0x02FE: HEATING_1A_DIFF_CONST
0x0300: HEATING_1A_DIFF_CONST_2
0x0302: HEATING_1A_DIFF_MAX
0x0304: HEATING_1A_DIFF_MAX_2
0x0306: HEATING_1A_DIFF_MIN
0x0308: HEATING_1A_DIFF_MIN_2
0x030A: HEATING_ADDITIONAL_SETPOINT
0x030C: HEATING_ADDITIONAL_SETPOINT_OFFSET
0x030D: HEATING_CABLE_TEMP
0x030E: HEATING_CABLE_TIME
0x030F: HEATING_CIRCUIT_PID_ISPOINT_GLOBAL
0x0311: HEATING_CIRCUIT_PID_SETPOINT_GLOBAL
0x0313: HEATING_CURVE_CHECK_SETTING
0x0314: HEATING_CURVE_LEFT_Y_GLOBAL
0x0316: HEATING_CURVE_LEFT_Y_LOCAL
0x0318: HEATING_CURVE_MAX_GLOBAL
0x031A: HEATING_CURVE_MAX_LOCAL
0x031C: HEATING_CURVE_MIN_GLOBAL
0x031E: HEATING_CURVE_MIN_LOCAL
0x0320: HEATING_CURVE_MYCKET_PROCENT
0x0321: HEATING_CURVE_NORMAL_PROCENT
0x0322: HEATING_CURVE_NO_OF_POINTS
0x0323: HEATING_CURVE_PARALLEL_OFFSET
0x0325: HEATING_CURVE_PARALLEL_OFFSET_GLOBAL
0x0327: HEATING_CURVE_RIGHT_X_LOCAL
0x0329: HEATING_CURVE_RIGHT_Y_GLOBAL
0x032B: HEATING_CURVE_RIGHT_Y_LOCAL
0x032D: HEATING_CURVE_VALUE
0x032F: HEATING_CURVE_VH_LIMIT
0x0330: HEATING_CURVE_Y10_GLOBAL
0x0332: HEATING_CURVE_Y10_LOCAL
0x0334: HEATING_CURVE_Y11_GLOBAL
0x0336: HEATING_CURVE_Y11_LOCAL
0x0338: HEATING_CURVE_Y12_GLOBAL
0x033A: HEATING_CURVE_Y12_LOCAL
0x033C: HEATING_CURVE_Y1_GLOBAL
0x033E: HEATING_CURVE_Y1_LOCAL
0x0340: HEATING_CURVE_Y2_GLOBAL
0x0342: HEATING_CURVE_Y2_LOCAL
0x0344: HEATING_CURVE_Y3_GLOBAL
0x0346: HEATING_CURVE_Y3_LOCAL
0x0348: HEATING_CURVE_Y4_GLOBAL
0x034A: HEATING_CURVE_Y4_LOCAL
0x034C: HEATING_CURVE_Y5_GLOBAL
0x034E: HEATING_CURVE_Y5_LOCAL
0x0350: HEATING_CURVE_Y6_GLOBAL
0x0352: HEATING_CURVE_Y6_LOCAL
0x0354: HEATING_CURVE_Y7_GLOBAL
0x0356: HEATING_CURVE_Y7_LOCAL
0x0358: HEATING_CURVE_Y8_GLOBAL
0x035A: HEATING_CURVE_Y8_LOCAL
0x035C: HEATING_CURVE_Y9_GLOBAL
0x035E: HEATING_CURVE_Y9_LOCAL
0x0360: HEATING_EXTERN_BLOCKED
0x0361: HEATING_EXTERN_BLOCK_BY_E21_EXT_1
0x0362: HEATING_EXTERN_BLOCK_BY_E21_EXT_2
0x0363: HEATING_EXTERN_BLOCK_BY_E22_EXT_1
0x0364: HEATING_EXTERN_BLOCK_BY_E22_EXT_2
0x0365: HEATING_FIXED_TEMPERATURE
0x0367: HEATING_MAX_TIME
0x0368: HEATING_REGULATOR_I
0x036A: HEATING_REGULATOR_P
0x036C: HEATING_REQUEST
0x036D: HEATING_REQUEST_2
0x036E: HEATING_REQUEST_BLOCK_AFTER_START_TIME
0x036F: HEATING_REQUEST_BLOCK_TIME
0x0371: HEATING_SEASON_ACTIVE
0x0372: HEATING_SEASON_DELAYED_TEMP
0x0373: HEATING_SEASON_IMMEDIATE_TEMP
0x0374: HEATING_SEASON_MODE
0x0375: HEATING_SEASON_START_DELAY_TIME
0x0376: HEATING_SEASON_STOP_DELAY_TIME
0x0377: HEATING_SETPOINT
0x0379: HEATING_START
0x037B: HEATING_START_2
0x037D: HEATING_STATUS_BLOCK
0x037E: HEATING_STOP
0x0380: HEATING_STOP_2
0x0382: HEATING_SYSTEM_TYPE_GLOBAL
0x0383: HEATING_SYSTEM_TYPE_LOCAL
0x0384: HEATING_USE_EXTERNAL_SETPOINT
0x0385: HOLIDAY_ACTIVE
0x0386: HOLIDAY_ACTIVE_GLOBAL
0x0387: HOLIDAY_DHW
0x0388: HOLIDAY_REQUEST
0x0389: HOLIDAY_START_DAY
0x038A: HOLIDAY_START_DAY_GLOBAL
0x038B: HOLIDAY_START_MONTH
0x038C: HOLIDAY_START_MONTH_GLOBAL
0x038D: HOLIDAY_START_YEAR
0x038E: HOLIDAY_START_YEAR_GLOBAL
0x038F: HOLIDAY_STOP_DAY
0x0390: HOLIDAY_STOP_DAY_GLOBAL
0x0391: HOLIDAY_STOP_MONTH
0x0392: HOLIDAY_STOP_MONTH_GLOBAL
0x0393: HOLIDAY_STOP_YEAR
0x0394: HOLIDAY_STOP_YEAR_GLOBAL
0x0395: HOTGAS_HIGHEST_DIFF
0x0396: HOTGAS_LOWEST_DIFF
0x0398: HP_STOPS_UNTIL_ALARM
0x0399: HP_STOPS_UNTIL_ALARM_2
0x039A: HP_STOP_MAX_TIME
0x039B: HP_STOP_MAX_TIME_2
0x039C: HP_STOP_TIME_WINDOW
0x039D: HP_STOP_TIME_WINDOW_2
0x039E: HUMIDITY_BOARD_0_10V_GLOBAL
0x03A0: HW_4_WAY_VALVE
0x03A1: HW_4_WAY_VALVE_2
0x03A2: HW_ADDITIONAL_ALARM
0x03A3: HW_ADDITIONAL_DHW
0x03A4: HW_ADDITIONAL_RELAY_1
0x03A5: HW_ADDITIONAL_RELAY_2
0x03A6: HW_ADDITIONAL_RELAY_3
0x03A7: HW_ADDITIONAL_START
0x03A8: HW_ADDITIONAL_TRIAC_1
0x03A9: HW_ADDITIONAL_TRIAC_2
0x03AA: HW_ADDITIONAL_TRIAC_3
0x03AB: HW_ADDITIONAL_VALVE_CLOSE
0x03AC: HW_ADDITIONAL_VALVE_OPEN
0x03AD: HW_BUZZER
0x03AE: HW_COMPRESSOR
0x03AF: HW_COMPRESSOR_2
0x03B0: HW_COMPRESSOR_CAN_COMMUNICATION
0x03B1: HW_COMPRESSOR_COMMUNICATION_ERR
0x03B2: HW_COMPRESSOR_CURRENT
0x03B4: HW_COMPRESSOR_FREERUN
0x03B5: HW_COMPRESSOR_NAK
0x03B7: HW_COMPRESSOR_TARGET_FREQ
0x03B8: HW_COMPRESSOR_TEMP
0x03BA: HW_COMPRESSOR_VOLTAGE
0x03BC: HW_COMPRESSOR_WORKING_FREQ
0x03BD: HW_CONTACTOR_1
0x03BE: HW_CONTACTOR_2
0x03BF: HW_COOLING_FAN
0x03C0: HW_CRANKCASE_HEATER
0x03C1: HW_CRANKCASE_HEATER_2
0x03C2: HW_E11_T11_TEMP
0x03C4: HW_E21_EXT_1
0x03C5: HW_E21_EXT_1_INV
0x03C6: HW_E21_EXT_2
0x03C7: HW_E21_EXT_2_INV
0x03C8: HW_E22_EXT_1
0x03C9: HW_E22_EXT_1_INV
0x03CA: HW_E22_EXT_2
0x03CB: HW_E22_EXT_2_INV
0x03CC: HW_E31_T31_TEMP
0x03CE: HW_E31_T32_TEMP
0x03D0: HW_E71_EXT
0x03D1: HW_E71_T71_TEMP
0x03D3: HW_E71_T72_TEMP
0x03D5: HW_E72_EXT
0x03D6: HW_E72_T71_TEMP
0x03D8: HW_E72_T72_TEMP
0x03DA: HW_ELK
0x03DB: HW_ELK_2
0x03DC: HW_ELK_3
0x03DD: HW_ELK_4
0x03DE: HW_EL_VVB_ALARM
0x03DF: HW_EXTERNAL_SETPOINT
0x03E1: HW_EXTERNAL_SETPOINT_2
0x03E3: HW_FAN_ANALOG
0x03E4: HW_FAN_ANALOG_2
0x03E5: HW_FAN_DIGITAL
0x03E6: HW_FAN_DIGITAL_2
0x03E7: HW_GT1
0x03E9: HW_GT10
0x03EB: HW_GT10_2
0x03ED: HW_GT10_TEMP
0x03EF: HW_GT10_TEMP_2
0x03F1: HW_GT11
0x03F3: HW_GT11_2
0x03F5: HW_GT11_TEMP
0x03F7: HW_GT11_TEMP_2
0x03F9: HW_GT12
0x03FB: HW_GT12_2
0x03FD: HW_GT12_TEMP
0x03FF: HW_GT12_TEMP_2
0x0401: HW_GT1_TEMP
0x0403: HW_GT2
0x0405: HW_GT2_TEMP
0x0407: HW_GT3
0x0409: HW_GT3_TEMP
0x040B: HW_GT41_GLOBAL
0x040D: HW_GT41_TEMP_1
0x040F: HW_GT41_TEMP_2
0x0411: HW_GT41_TEMP_3
0x0413: HW_GT41_TEMP_4
0x0415: HW_GT41_TEMP_5
0x0417: HW_GT41_TEMP_6
0x0419: HW_GT41_TEMP_7
0x041B: HW_GT41_TEMP_GLOBAL
0x041D: HW_GT45_GLOBAL
0x041F: HW_GT45_TEMP_GLOBAL
0x0421: HW_GT5
0x0423: HW_GT5_TEMP
0x0425: HW_GT6
0x0427: HW_GT6_2
0x0429: HW_GT6_TEMP
0x042B: HW_GT6_TEMP_2
0x042D: HW_GT7
0x042F: HW_GT7_2
0x0431: HW_GT7_TEMP
0x0433: HW_GT7_TEMP_2
0x0435: HW_GT8
0x0437: HW_GT81
0x0439: HW_GT81_TEMP
0x043B: HW_GT82
0x043D: HW_GT82_TEMP
0x043F: HW_GT8_2
0x0441: HW_GT8_TEMP
0x0443: HW_GT8_TEMP_2
0x0445: HW_GT9
0x0447: HW_GT9_2
0x0449: HW_GT9_TEMP
0x044B: HW_GT9_TEMP_2
0x044D: HW_HEATING_CABLE
0x044E: HW_HEATING_CABLE_2
0x044F: HW_HP
0x0450: HW_HP_2
0x0451: HW_HUMIDITY
0x0453: HW_HUMIDITY_2
0x0455: HW_HUMIDITY_3
0x0457: HW_IOB91119_AI_1
0x0459: HW_IOB91119_AI_5
0x045B: HW_IOB91119_DO10
0x045C: HW_IOB91119_DO12
0x045D: HW_IOB91119_DO8
0x045E: HW_IOB_B_DO5
0x045F: HW_LP
0x0460: HW_LP_2
0x0461: HW_MB1
0x0462: HW_MB1_2
0x0463: HW_MB2
0x0464: HW_MB2_2
0x0465: HW_MV_E12_EXT_1
0x0466: HW_MV_E12_PUMP_G1_DIGITAL
0x0467: HW_MV_E12_T1
0x0469: HW_MV_E12_VALVE_CLOSE
0x046A: HW_MV_E12_VALVE_OPEN
0x046B: HW_PGU_L1
0x046D: HW_PGU_L2
0x046F: HW_PGU_L3
0x0471: HW_PHASE_DETECTOR
0x0472: HW_PHASE_DETECTOR_2
0x0473: HW_POOL_EXT_1
0x0474: HW_POOL_VALVE
0x0475: HW_POOL_VALVE_CLOSE
0x0476: HW_POOL_VALVE_OPEN
0x0477: HW_PROTECTIVE_ANODE
0x0478: HW_PUMP_DHW_DIGITAL
0x0479: HW_PUMP_E71_G71_DIGITAL
0x047A: HW_PUMP_E72_G71_DIGITAL
0x047B: HW_PUMP_G1_DIGITAL
0x047C: HW_PUMP_G2_ANALOG
0x047D: HW_PUMP_G2_ANALOG_2
0x047E: HW_PUMP_G2_DIGITAL
0x047F: HW_PUMP_G2_DIGITAL_2
0x0480: HW_PUMP_G3_ANALOG
0x0481: HW_PUMP_G3_DIGITAL
0x0482: HW_PUMP_G3_DIGITAL_2
0x0483: HW_ROOM_BUZZER_INTERVALL
0x0484: HW_ROOM_BUZZER_MODE
0x0485: HW_ROOM_BUZZER_OFF_TIME
0x0487: HW_ROOM_BUZZER_ON_TIME
0x0489: HW_ROOM_GT5
0x048B: HW_ROOM_GT5_GLOBAL
0x048D: HW_ROOM_LED_MODE
0x048E: HW_ROOM_POT
0x0490: HW_ROOM_POT_GLOBAL
0x0492: HW_ROOM_TEMP
0x0494: HW_ROOM_TEMP_GLOBAL
0x0496: HW_SUMMARY_ALARM
0x0497: HW_SYSTEM_ON
0x0498: HW_VXV
0x0499: HW_VXV_2
0x049A: ICONS_IOB6126_EXTERN_BITMASK
0x049B: INIT_MV_STATUS_DONE
0x049C: INSTALLER_SHORTCUT_WATCH
0x049D: IOB6126_BOOT_COUNT
0x049E: IOB6126_EXTERN_HEAT_CONNECTED
0x049F: IOB6126_EXTERN_HEAT_CONNECTED_2
0x04A0: IOB6126_EXTERN_HEAT_CONNECTED_3
0x04A1: IOB6126_EXTERN_HEAT_CONNECTED_4
0x04A2: IOB6126_EXTERN_HEAT_CONNECTED_5
0x04A3: IOB6126_EXTERN_HEAT_CONNECTED_6
0x04A4: IOB6126_EXTERN_HEAT_CONNECTED_7
0x04A5: IOB6126_EXTERN_HEAT_VERSION
0x04A7: IOB6126_EXTERN_HEAT_VERSION_2
0x04A9: IOB6126_EXTERN_HEAT_VERSION_3
0x04AB: IOB6126_EXTERN_HEAT_VERSION_4
0x04AD: IOB6126_EXTERN_HEAT_VERSION_5
0x04AF: IOB6126_EXTERN_HEAT_VERSION_6
0x04B1: IOB6126_EXTERN_HEAT_VERSION_7
0x04B3: IOB6126_EXTERN_HEAT_VERSION_GLOBAL
0x04B5: IOB6126_MAIN_COOLING_CONNECTED
0x04B6: IOB6126_MAIN_COOLING_VERSION
0x04B8: IOB6126_POOL_CONNECTED
0x04B9: IOB6126_POOL_VERSION
0x04BB: IOB6126_SOLAR_CONNECTED
0x04BC: IOB6126_SOLAR_VERSION
0x04BE: IOB6126_SUB_COOLING_CONNECTED
0x04BF: IOB6126_SUB_COOLING_VERSION
0x04C1: IOB6126_WOOD_HEATING_CONNECTED
0x04C2: IOB6126_WOOD_HEATING_CONNECTED_2
0x04C3: IOB6126_WOOD_HEATING_VERSION
0x04C5: IOB6126_WOOD_HEATING_VERSION_2
0x04C7: IOB91119_AW_COMP_CONNECTED
0x04C8: IOB91119_AW_COMP_CONNECTED_2
0x04C9: IOB91119_AW_COMP_VERSION
0x04CB: IOB91119_AW_COMP_VERSION_2
0x04CD: IOB91119_AW_HEAT_CONNECTED
0x04CE: IOB91119_AW_HEAT_CONNECTED_2
0x04CF: IOB91119_AW_HEAT_VERSION
0x04D1: IOB91119_AW_LIGHT_HEAT_CONNECTED
0x04D2: IOB91119_AW_LIGHT_HEAT_CONNECTED_2
0x04D3: IOB91119_AW_LIGHT_HEAT_VERSION
0x04D5: IOB91119_AW_LIGHT_HEAT_VERSION_2
0x04D7: IOB91119_BOOT_COUNT
0x04D8: IOB91119_CONNECTED_BITMASK
0x04D9: IOB91119_DO8_G6_OR_SUMMARY_ALARM
0x04DA: IOB91119_LW_CONNECTED
0x04DB: IOB91119_LW_CONNECTED_2
0x04DC: IOB91119_LW_DACH_LIGHT_CONNECTED
0x04DD: IOB91119_LW_DACH_LIGHT_CONNECTED_2
0x04DE: IOB91119_LW_DACH_LIGHT_HA_CONNECTED
0x04DF: IOB91119_LW_DACH_LIGHT_HA_CONNECTED_2
0x04E0: IOB91119_LW_DACH_LIGHT_HA_VERSION
0x04E2: IOB91119_LW_DACH_LIGHT_HA_VERSION_2
0x04E4: IOB91119_LW_DACH_LIGHT_VERSION
0x04E6: IOB91119_LW_DACH_LIGHT_VERSION_2
0x04E8: IOB91119_LW_LIGHT_CONNECTED
0x04E9: IOB91119_LW_LIGHT_CONNECTED_2
0x04EA: IOB91119_LW_LIGHT_VERSION
0x04EC: IOB91119_LW_LIGHT_VERSION_2
0x04EE: IOB91119_LW_VERSION
0x04F0: IOB91119_LW_VERSION_2
0x04F2: IOB91119_REBOOT
0x04F3: IOBX10_CONNECTED
0x04F4: IOBX10_VERSION
0x04F6: IOB_B_AW_LIGHT_COMP_CONNECTED
0x04F7: IOB_B_AW_LIGHT_COMP_VERSION
0x04F9: IOB_B_EXTERN_HEAT_GENERATION
0x04FA: IOB_B_EXTERN_HEAT_GENERATION_2
0x04FB: IOB_B_EXTERN_HEAT_GENERATION_3
0x04FC: IOB_B_EXTERN_HEAT_GENERATION_4
0x04FD: IOB_B_EXTERN_HEAT_GENERATION_5
0x04FE: IOB_B_EXTERN_HEAT_GENERATION_6
0x04FF: IOB_B_EXTERN_HEAT_GENERATION_7
0x0500: IOB_B_EXTERN_HEAT_REVISION
0x0501: IOB_B_EXTERN_HEAT_REVISION_2
0x0502: IOB_B_EXTERN_HEAT_REVISION_3
0x0503: IOB_B_EXTERN_HEAT_REVISION_4
0x0504: IOB_B_EXTERN_HEAT_REVISION_5
0x0505: IOB_B_EXTERN_HEAT_REVISION_6
0x0506: IOB_B_EXTERN_HEAT_REVISION_7
0x0507: IOB_B_EXTERN_HEAT_VERSION
0x0508: IOB_B_EXTERN_HEAT_VERSION_2
0x0509: IOB_B_EXTERN_HEAT_VERSION_3
0x050A: IOB_B_EXTERN_HEAT_VERSION_4
0x050B: IOB_B_EXTERN_HEAT_VERSION_5
0x050C: IOB_B_EXTERN_HEAT_VERSION_6
0x050D: IOB_B_EXTERN_HEAT_VERSION_7
0x050E: IOB_B_HUMIDITY_2_CONNECTED
0x050F: IOB_B_HUMIDITY_3_CONNECTED
0x0510: IOB_B_HUMIDITY_CONNECTED
0x0511: IOB_B_HUMIDITY_CONNECTED_BITMASK
0x0512: IOB_B_HUMIDITY_GENERATION
0x0513: IOB_B_HUMIDITY_GENERATION_2
0x0514: IOB_B_HUMIDITY_GENERATION_3
0x0515: IOB_B_HUMIDITY_REVISION
0x0516: IOB_B_HUMIDITY_REVISION_2
0x0517: IOB_B_HUMIDITY_REVISION_3
0x0518: IOB_B_HUMIDITY_VERSION
0x0519: IOB_B_HUMIDITY_VERSION_2
0x051A: IOB_B_HUMIDITY_VERSION_3
0x051B: IOB_B_OIL_CONNECTED
0x051C: IOB_B_OIL_GENERATION
0x051D: IOB_B_OIL_REVISION
0x051E: IOB_B_OIL_VERSION
0x0520: IOB_B_POOL_GENERATION
0x0521: IOB_B_POOL_REVISION
0x0522: IOB_B_POOL_VERSION
0x0523: LANGUAGE
0x0527: LANGUAGE_ISO639_1
0x0529: LP_2_ALARM_DELAY
0x052B: LP_ALARM_DELAY
0x052D: LP_STOPS_UNTIL_ALARM
0x052E: LP_STOPS_UNTIL_ALARM_2
0x052F: LP_STOP_MAX_TIME
0x0530: LP_STOP_MAX_TIME_2
0x0531: LP_STOP_TIME_WINDOW
0x0532: LP_STOP_TIME_WINDOW_2
0x0533: MAN_OP
0x0534: MAN_OP_MIXING_VALVE_CLOSE_GLOBAL
0x0535: MAN_OP_MIXING_VALVE_D_VALVE_GLOBAL
0x0536: MAN_OP_MIXING_VALVE_G2_GLOBAL
0x0537: MAN_OP_MIXING_VALVE_G4_GLOBAL
0x0538: MAN_OP_MIXING_VALVE_OPEN_GLOBAL
0x0539: MAN_OP_MIXING_VALVE_SIGNAL_GLOBAL
0x053A: MAN_OP_TILLSKOTT
0x053B: MAN_OP_TIME
0x053C: MIXED_CIRCUITS_CONNECTED_BITMASK
0x053D: MIXED_CIRCUITS_SETPOINT_INIT_DONE_BITMASK
0x053E: MIXED_CIRCUITS_VALVEMODE_INIT_DONE_BITMASK
0x053F: MIXING_VALVE_CLOSE_TIME_GLOBAL
0x0540: MIXING_VALVE_DEFROST_DELAY_TIME_GLOBAL
0x0542: MIXING_VALVE_EXT_INPUT_1
0x0543: MIXING_VALVE_EXT_INPUT_2
0x0544: MIXING_VALVE_EXT_INPUT_3
0x0545: MIXING_VALVE_EXT_INPUT_4
0x0546: MIXING_VALVE_EXT_INPUT_5
0x0547: MIXING_VALVE_EXT_INPUT_6
0x0548: MIXING_VALVE_EXT_INPUT_7
0x0549: MIXING_VALVE_EXT_INPUT_GLOBAL
0x054A: MIXING_VALVE_EXT_INPUT_PRI_COOLING
0x054B: MIXING_VALVE_EXT_INPUT_SEC_COOLING
0x054C: MIXING_VALVE_MAX_LIMIT_HEATING_SYSTEM
0x054D: MIXING_VALVE_MODE_1
0x054E: MIXING_VALVE_MODE_2
0x054F: MIXING_VALVE_MODE_3
0x0550: MIXING_VALVE_MODE_4
0x0551: MIXING_VALVE_MODE_5
0x0552: MIXING_VALVE_MODE_6
0x0553: MIXING_VALVE_MODE_7
0x0554: MIXING_VALVE_MODE_GLOBAL
0x0555: MIXING_VALVE_NEUTRALZONE_GLOBAL
0x0556: MIXING_VALVE_NEUTRALZONE_LIMITATION_GLOBAL
0x0557: MIXING_VALVE_NEUTRALZONE_LIMITATION_TIME_GLOBAL
0x0559: MIXING_VALVE_NZ_CLOSE_1
0x055B: MIXING_VALVE_NZ_CLOSE_2
0x055D: MIXING_VALVE_NZ_CLOSE_3
0x055F: MIXING_VALVE_NZ_CLOSE_4
0x0561: MIXING_VALVE_NZ_CLOSE_5
0x0563: MIXING_VALVE_NZ_CLOSE_6
0x0565: MIXING_VALVE_NZ_CLOSE_7
0x0567: MIXING_VALVE_NZ_OPEN_1
0x0569: MIXING_VALVE_NZ_OPEN_2
0x056B: MIXING_VALVE_NZ_OPEN_3
0x056D: MIXING_VALVE_NZ_OPEN_4
0x056F: MIXING_VALVE_NZ_OPEN_5
0x0571: MIXING_VALVE_NZ_OPEN_6
0x0573: MIXING_VALVE_NZ_OPEN_7
0x0575: MIXING_VALVE_OPEN_TIME_GLOBAL
0x0576: MIXING_VALVE_PID_D
0x0578: MIXING_VALVE_PID_I
0x057A: MIXING_VALVE_PID_MAX
0x057C: MIXING_VALVE_PID_MIN
0x057E: MIXING_VALVE_PID_P
0x0580: MIXING_VALVE_PUMP_G41_1
0x0581: MIXING_VALVE_PUMP_G41_2
0x0582: MIXING_VALVE_PUMP_G41_3
0x0583: MIXING_VALVE_PUMP_G41_4
0x0584: MIXING_VALVE_PUMP_G41_5
0x0585: MIXING_VALVE_PUMP_G41_6
0x0586: MIXING_VALVE_PUMP_G41_7
0x0587: MIXING_VALVE_PUMP_G41_GLOBAL
0x0588: MIXING_VALVE_PUMP_G71
0x0589: MIXING_VALVE_RUNNING_TIME_GLOBAL
0x058B: MIXING_VALVE_START_LIMIT_HEATING_SYSTEM
0x058C: MIXING_VALVE_TIMECONTROLLED_GLOBAL
0x058D: MIXING_VALVE_USE_NEUTRALZONE_REGULATOR
0x058E: MIXING_VALVE_VALVECLOSE_1
0x058F: MIXING_VALVE_VALVECLOSE_2
0x0590: MIXING_VALVE_VALVECLOSE_3
0x0591: MIXING_VALVE_VALVECLOSE_4
0x0592: MIXING_VALVE_VALVECLOSE_5
0x0593: MIXING_VALVE_VALVECLOSE_6
0x0594: MIXING_VALVE_VALVECLOSE_7
0x0595: MIXING_VALVE_VALVECLOSE_GLOBAL
0x0596: MIXING_VALVE_VALVEOPEN_1
0x0597: MIXING_VALVE_VALVEOPEN_2
0x0598: MIXING_VALVE_VALVEOPEN_3
0x0599: MIXING_VALVE_VALVEOPEN_4
0x059A: MIXING_VALVE_VALVEOPEN_5
0x059B: MIXING_VALVE_VALVEOPEN_6
0x059C: MIXING_VALVE_VALVEOPEN_7
0x059D: MIXING_VALVE_VALVEOPEN_GLOBAL
0x059E: MV_CONDENSATIONGUARD_ACTIVE_BITMASK
0x05A0: MV_CONDENSATIONGUARD_ACTIVE_GLOBAL
0x05A1: MV_CONDENSATIONGUARD_ALERT_ACTIVE_BITMASK
0x05A2: MV_COOLING_10V_RELATIVE_HUMIDITY_1
0x05A3: MV_COOLING_10V_RELATIVE_HUMIDITY_2
0x05A4: MV_COOLING_10V_RELATIVE_HUMIDITY_3
0x05A5: MV_COOLING_10V_RELATIVE_HUMIDITY_4
0x05A6: MV_COOLING_10V_RELATIVE_HUMIDITY_5
0x05A7: MV_COOLING_10V_RELATIVE_HUMIDITY_6
0x05A8: MV_COOLING_10V_RELATIVE_HUMIDITY_7
0x05A9: MV_COOLING_10V_RELATIVE_HUMIDITY_GLOBAL
0x05AA: MV_COOLING_10V_RELATIVE_HUMIDITY_PRI_COOLING
0x05AB: MV_COOLING_10V_RELATIVE_HUMIDITY_SEC_COOLING
0x05AC: MV_COOLING_ACTIVE
0x05AD: MV_COOLING_DELAY_HEATING_GLOBAL
0x05AE: MV_COOLING_DEWPOINT_SENSOR_1
0x05B0: MV_COOLING_DEWPOINT_SENSOR_2
0x05B2: MV_COOLING_DEWPOINT_SENSOR_3
0x05B4: MV_COOLING_DEWPOINT_SENSOR_4
0x05B6: MV_COOLING_DEWPOINT_SENSOR_5
0x05B8: MV_COOLING_DEWPOINT_SENSOR_6
0x05BA: MV_COOLING_DEWPOINT_SENSOR_7
0x05BC: MV_COOLING_DEWPOINT_SENSOR_GLOBAL
0x05BE: MV_COOLING_DEWPOINT_SENSOR_PRI_COOLING
0x05C0: MV_COOLING_DEWPOINT_SENSOR_SEC_COOLING
0x05C2: MV_COOLING_DEW_POINT_SENSOR_SETPOINT_MIN_GLOBAL
0x05C4: MV_COOLING_E31_G2
0x05C5: MV_COOLING_FLOWSENSOR_TYPE_GLOBAL
0x05C6: MV_COOLING_FREEZEGUARD_ACTIVE_GLOBAL
0x05C7: MV_COOLING_FREEZEGUARD_START
0x05C8: MV_COOLING_GT45_INFLUENCE_GLOBAL
0x05C9: MV_COOLING_INCREASE_ROOM_SETPOINT_GLOBAL
0x05CA: MV_COOLING_MAIN_FLOWSENSOR_TYPE
0x05CB: MV_COOLING_OUTDOOR_TEMPERATURE_LIMIT_GLOBAL
0x05CC: MV_COOLING_ROOMSENSOR_TYPE_GLOBAL
0x05CD: MV_COOLING_SETPOINT_MIN_GLOBAL
0x05CF: MV_COOLING_SUB_FLOWSENSOR_TYPE
0x05D0: MV_COOLING_T5_10V_1
0x05D2: MV_COOLING_T5_10V_2
0x05D4: MV_COOLING_T5_10V_3
0x05D6: MV_COOLING_T5_10V_4
0x05D8: MV_COOLING_T5_10V_5
0x05DA: MV_COOLING_T5_10V_6
0x05DC: MV_COOLING_T5_10V_7
0x05DE: MV_COOLING_T5_10V_GLOBAL
0x05E0: MV_COOLING_T5_10V_PRI_COOLING
0x05E2: MV_COOLING_T5_10V_SEC_COOLING
0x05E4: MV_COOLING_UNDER_SWING_ZONE_GLOBAL
0x05E5: MV_COOLING_WHEN_HEATING_SEASONG_GLOBAL
0x05E6: MV_DEW_POINT_SENSOR_ACTIVATED_GLOBAL
0x05E7: MV_DEW_POINT_SENSOR_ALARM_BITMASK
0x05E9: MV_DEW_POINT_SENSOR_ALARM_GLOBAL
0x05EA: MV_DISABLE_COOLING_GLOBAL
